age,workclass,education,education_num,marital_status,occupation,race,sex,capital_gain,capital_loss,hours_per_week,native_country,target_variable,Hours_Norm,CountryGroup,PeopleGroup
18,Private,11th,7,Never-married,Adm-clerical,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K,0.24675324675324675,N_America,Part_timers
45,Local-gov,Masters,14,Divorced,Prof-specialty,Black,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
64,Private,11th,7,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
26,Private,HS-grad,9,Never-married,Sales,White,Female,0,0,38,United-States,<=50K,0.4805194805194805,N_America,Full_timers
53,Private,Some-college,10,Divorced,Prof-specialty,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
27,Private,HS-grad,9,Never-married,Handlers-cleaners,White,Male,0,0,28,Guatemala,<=50K,0.35064935064935066,Other,Part_timers
32,Private,Some-college,10,Divorced,Machine-op-inspct,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
49,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,White,Female,14084,0,30,United-States,>50K,0.37662337662337664,N_America,Full_timers
59,Private,10th,6,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
44,Private,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,7688,0,55,United-States,>50K,0.7012987012987013,N_America,Hardworkers
61,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,White,Male,0,0,60,United-States,<=50K,0.7662337662337663,N_America,Hardworkers
46,State-gov,HS-grad,9,Separated,Adm-clerical,White,Female,0,0,37,United-States,<=50K,0.4675324675324675,N_America,Full_timers
32,Private,HS-grad,9,Never-married,Adm-clerical,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
29,Private,HS-grad,9,Never-married,Sales,White,Female,0,0,35,United-States,<=50K,0.44155844155844154,N_America,Full_timers
48,Private,Masters,14,Never-married,Exec-managerial,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
32,Private,Some-college,10,Divorced,Exec-managerial,White,Female,0,0,30,United-States,<=50K,0.37662337662337664,N_America,Full_timers
21,Private,HS-grad,9,Never-married,Handlers-cleaners,White,Female,0,0,35,United-States,<=50K,0.44155844155844154,N_America,Full_timers
50,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
44,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,44,United-States,>50K,0.5584415584415584,N_America,Full_timers
51,Private,HS-grad,9,Separated,Adm-clerical,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
27,Private,Bachelors,13,Never-married,Protective-serv,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
33,Private,HS-grad,9,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
39,Private,Masters,14,Never-married,Adm-clerical,White,Male,0,0,40,,<=50K,0.5064935064935064,,Full_timers
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
30,Private,Some-college,10,Divorced,Prof-specialty,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
43,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
31,Private,9th,5,Never-married,Other-service,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
64,Federal-gov,Bachelors,13,Divorced,Adm-clerical,Black,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
37,Local-gov,Some-college,10,Separated,Protective-serv,Other,Male,0,0,52,United-States,<=50K,0.6623376623376623,N_America,Full_timers
49,Self-emp-not-inc,HS-grad,9,Divorced,Sales,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
29,Private,11th,7,Never-married,Machine-op-inspct,White,Male,0,0,48,United-States,<=50K,0.6103896103896104,N_America,Full_timers
35,Local-gov,HS-grad,9,Divorced,Exec-managerial,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
37,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,White,Male,0,1740,45,United-States,<=50K,0.5714285714285714,N_America,Full_timers
42,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
23,Private,Assoc-acdm,12,Never-married,Sales,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
35,Local-gov,HS-grad,9,Never-married,Other-service,Black,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
29,State-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
23,Private,Some-college,10,Never-married,Other-service,White,Female,0,0,25,United-States,<=50K,0.3116883116883117,N_America,Part_timers
21,Private,Some-college,10,Never-married,Other-service,White,Female,0,0,20,,<=50K,0.24675324675324675,,Part_timers
45,Private,Bachelors,13,Never-married,Prof-specialty,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
38,Private,HS-grad,9,Never-married,Handlers-cleaners,White,Male,594,0,50,United-States,<=50K,0.6363636363636364,N_America,Full_timers
23,Private,HS-grad,9,Never-married,Sales,White,Female,0,0,48,United-States,<=50K,0.6103896103896104,N_America,Full_timers
39,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Asian-Pac-Islander,Male,0,0,60,Iran,<=50K,0.7662337662337663,Other,Hardworkers
45,Private,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,15024,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
60,Federal-gov,Assoc-voc,11,Divorced,Prof-specialty,White,Male,4934,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
38,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Female,7688,0,40,,>50K,0.5064935064935064,,Full_timers
41,Private,12th,8,Separated,Craft-repair,Black,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
48,Private,HS-grad,9,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
48,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
23,Local-gov,Some-college,10,Never-married,Adm-clerical,White,Female,0,0,20,United-States,<=50K,0.24675324675324675,N_America,Part_timers
26,Private,9th,5,Married-civ-spouse,Craft-repair,White,Male,0,0,45,United-States,<=50K,0.5714285714285714,N_America,Full_timers
55,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,0,2415,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
35,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,75,United-States,<=50K,0.961038961038961,N_America,Hardworkers
52,Private,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,3103,0,55,United-States,>50K,0.7012987012987013,N_America,Hardworkers
46,State-gov,HS-grad,9,Separated,Adm-clerical,White,Female,0,0,38,United-States,<=50K,0.4805194805194805,N_America,Full_timers
18,Private,HS-grad,9,Never-married,Other-service,White,Female,0,0,30,United-States,<=50K,0.37662337662337664,N_America,Full_timers
62,Local-gov,HS-grad,9,Divorced,Transport-moving,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
22,Private,Some-college,10,Never-married,Transport-moving,White,Female,0,0,30,United-States,<=50K,0.37662337662337664,N_America,Full_timers
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,7298,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
26,Private,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,50,United-States,<=50K,0.6363636363636364,N_America,Full_timers
35,Private,Assoc-acdm,12,Married-spouse-absent,Sales,Black,Female,0,0,36,United-States,<=50K,0.45454545454545453,N_America,Full_timers
25,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
39,Private,Bachelors,13,Married-spouse-absent,Craft-repair,White,Male,0,1564,50,,>50K,0.6363636363636364,,Full_timers
41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Black,Male,0,0,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
59,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,Italy,>50K,0.5064935064935064,Europe,Full_timers
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
38,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,43,United-States,<=50K,0.5454545454545454,N_America,Full_timers
33,Private,Bachelors,13,Never-married,Exec-managerial,Asian-Pac-Islander,Male,0,0,40,,<=50K,0.5064935064935064,,Full_timers
23,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,White,Female,0,0,40,Puerto-Rico,<=50K,0.5064935064935064,Other,Full_timers
60,Private,Bachelors,13,Divorced,Prof-specialty,White,Female,8614,0,48,United-States,>50K,0.6103896103896104,N_America,Full_timers
39,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,0,1887,60,United-States,>50K,0.7662337662337663,N_America,Hardworkers
26,Private,Bachelors,13,Never-married,Prof-specialty,White,Female,0,0,45,United-States,<=50K,0.5714285714285714,N_America,Full_timers
39,Private,HS-grad,9,Divorced,Tech-support,White,Female,0,0,50,United-States,<=50K,0.6363636363636364,N_America,Full_timers
28,Private,Some-college,10,Never-married,Adm-clerical,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
29,Private,11th,7,Divorced,Craft-repair,White,Female,0,0,52,United-States,<=50K,0.6623376623376623,N_America,Full_timers
43,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,White,Male,0,0,50,United-States,<=50K,0.6363636363636364,N_America,Full_timers
23,Private,Some-college,10,Never-married,Tech-support,White,Male,0,0,25,United-States,<=50K,0.3116883116883117,N_America,Part_timers
32,Private,Bachelors,13,Married-civ-spouse,Sales,White,Male,0,1977,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
33,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,White,Female,0,0,60,United-States,>50K,0.7662337662337663,N_America,Hardworkers
45,Private,HS-grad,9,Divorced,Other-service,Black,Female,0,0,35,United-States,<=50K,0.44155844155844154,N_America,Full_timers
48,Private,HS-grad,9,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
43,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,15024,0,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
63,Private,Bachelors,13,Never-married,Tech-support,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,3103,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
22,Private,Bachelors,13,Never-married,Exec-managerial,White,Female,0,0,35,United-States,<=50K,0.44155844155844154,N_America,Full_timers
32,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,White,Male,0,0,60,United-States,<=50K,0.7662337662337663,N_America,Hardworkers
27,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,United-States,<=50K,0.7012987012987013,N_America,Hardworkers
22,Private,Bachelors,13,Never-married,Sales,White,Female,0,0,15,United-States,<=50K,0.18181818181818182,N_America,Part_timers
44,Private,HS-grad,9,Divorced,Transport-moving,White,Male,0,0,68,United-States,<=50K,0.8701298701298701,N_America,Hardworkers
34,Private,HS-grad,9,Separated,Other-service,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
28,Private,HS-grad,9,Never-married,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
40,Private,Masters,14,Married-civ-spouse,Prof-specialty,White,Female,15024,0,24,United-States,>50K,0.2987012987012987,N_America,Part_timers
45,Private,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,0,0,55,United-States,<=50K,0.7012987012987013,N_America,Hardworkers
17,Private,10th,6,Never-married,Other-service,White,Male,0,0,15,United-States,<=50K,0.18181818181818182,N_America,Part_timers
53,Self-emp-not-inc,12th,8,Married-civ-spouse,Craft-repair,White,Male,0,0,45,United-States,<=50K,0.5714285714285714,N_America,Full_timers
58,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
55,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,White,Male,0,0,35,United-States,<=50K,0.44155844155844154,N_America,Full_timers
44,Local-gov,Assoc-voc,11,Never-married,Craft-repair,White,Male,0,0,44,United-States,<=50K,0.5584415584415584,N_America,Full_timers
40,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,30,United-States,<=50K,0.37662337662337664,N_America,Full_timers
58,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,<=50K,0.6363636363636364,N_America,Full_timers
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
62,Private,9th,5,Never-married,Priv-house-serv,Black,Female,1055,0,22,United-States,<=50K,0.2727272727272727,N_America,Part_timers
31,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,White,Male,3464,0,38,United-States,<=50K,0.4805194805194805,N_America,Full_timers
31,Private,11th,7,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Mexico,<=50K,0.5064935064935064,Other,Full_timers
30,Private,HS-grad,9,Never-married,Exec-managerial,White,Male,0,1876,45,United-States,<=50K,0.5714285714285714,N_America,Full_timers
37,Private,HS-grad,9,Divorced,Adm-clerical,White,Female,0,0,40,Mexico,<=50K,0.5064935064935064,Other,Full_timers
38,Local-gov,HS-grad,9,Never-married,Craft-repair,White,Male,0,1876,40,Canada,<=50K,0.5064935064935064,N_America,Full_timers
58,Local-gov,12th,8,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
28,Private,Assoc-voc,11,Never-married,Prof-specialty,White,Female,4650,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
46,Private,Some-college,10,Divorced,Exec-managerial,White,Female,0,0,70,United-States,<=50K,0.8961038961038961,N_America,Hardworkers
34,Private,Bachelors,13,Never-married,Tech-support,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
61,Self-emp-inc,Some-college,10,Widowed,Sales,White,Female,0,0,20,United-States,<=50K,0.24675324675324675,N_America,Part_timers
30,Self-emp-not-inc,Assoc-voc,11,Divorced,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
31,Private,HS-grad,9,Separated,Other-service,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
21,Private,HS-grad,9,Never-married,Adm-clerical,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
50,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,58,United-States,<=50K,0.7402597402597403,N_America,Hardworkers
47,Private,HS-grad,9,Never-married,Adm-clerical,White,Male,0,0,33,United-States,<=50K,0.4155844155844156,N_America,Full_timers
20,Private,HS-grad,9,Never-married,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
23,Private,Bachelors,13,Never-married,Other-service,White,Female,0,0,30,United-States,<=50K,0.37662337662337664,N_America,Full_timers
46,Private,1st-4th,2,Separated,Other-service,White,Female,0,0,40,Mexico,<=50K,0.5064935064935064,Other,Full_timers
20,Private,HS-grad,9,Never-married,Handlers-cleaners,White,Male,0,0,45,United-States,<=50K,0.5714285714285714,N_America,Full_timers
33,Private,Bachelors,13,Married-civ-spouse,Sales,White,Male,7688,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
30,Private,Some-college,10,Never-married,Adm-clerical,White,Female,0,0,30,United-States,<=50K,0.37662337662337664,N_America,Full_timers
43,Local-gov,Some-college,10,Divorced,Protective-serv,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
23,Private,Some-college,10,Never-married,Handlers-cleaners,White,Male,0,0,60,United-States,<=50K,0.7662337662337663,N_America,Hardworkers
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,,>50K,0.6363636363636364,,Full_timers
25,Private,Some-college,10,Never-married,Adm-clerical,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
50,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
44,Private,Masters,14,Married-civ-spouse,Exec-managerial,White,Female,0,0,24,United-States,>50K,0.2987012987012987,N_America,Part_timers
26,Private,Some-college,10,Divorced,Prof-specialty,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
48,Self-emp-not-inc,HS-grad,9,Divorced,Prof-specialty,White,Male,0,0,15,United-States,<=50K,0.18181818181818182,N_America,Part_timers
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
41,Local-gov,Masters,14,Divorced,Prof-specialty,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
25,Private,Bachelors,13,Never-married,Other-service,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
33,Private,Assoc-voc,11,Never-married,Prof-specialty,White,Female,0,0,55,United-States,<=50K,0.7012987012987013,N_America,Hardworkers
24,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
31,Private,Bachelors,13,Married-spouse-absent,Adm-clerical,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
24,Local-gov,Assoc-acdm,12,Never-married,Prof-specialty,White,Female,0,0,2,United-States,<=50K,0.012987012987012988,N_America,Relaxies
41,Private,9th,5,Never-married,Priv-house-serv,White,Female,0,0,40,Columbia,<=50K,0.5064935064935064,Other,Full_timers
38,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,45,United-States,<=50K,0.5714285714285714,N_America,Full_timers
19,Private,HS-grad,9,Never-married,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
19,Private,HS-grad,9,Never-married,Adm-clerical,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
24,Private,HS-grad,9,Never-married,Other-service,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
49,Private,10th,6,Divorced,Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
35,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
22,Private,Assoc-acdm,12,Never-married,Protective-serv,White,Male,0,0,60,United-States,<=50K,0.7662337662337663,N_America,Hardworkers
21,State-gov,Some-college,10,Never-married,Exec-managerial,White,Male,0,0,10,United-States,<=50K,0.11688311688311688,N_America,Relaxies
50,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,50,United-States,<=50K,0.6363636363636364,N_America,Full_timers
44,Local-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,White,Male,0,0,48,United-States,<=50K,0.6103896103896104,N_America,Full_timers
36,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
30,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,7298,0,48,Cuba,>50K,0.6103896103896104,Other,Full_timers
52,Private,HS-grad,9,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
48,Local-gov,Assoc-voc,11,Never-married,Protective-serv,White,Male,0,0,48,United-States,<=50K,0.6103896103896104,N_America,Full_timers
23,Private,HS-grad,9,Married-civ-spouse,Sales,White,Male,0,2377,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
37,Private,Masters,14,Never-married,Sales,White,Male,0,0,50,United-States,<=50K,0.6363636363636364,N_America,Full_timers
44,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,0,2415,55,United-States,>50K,0.7012987012987013,N_America,Hardworkers
44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
36,Private,Bachelors,13,Divorced,Prof-specialty,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
26,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,12,United-States,<=50K,0.14285714285714285,N_America,Relaxies
31,Self-emp-inc,Bachelors,13,Never-married,Prof-specialty,White,Male,0,0,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,50,United-States,<=50K,0.6363636363636364,N_America,Full_timers
53,Private,HS-grad,9,Widowed,Craft-repair,Black,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
52,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
55,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,1887,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
31,Private,10th,6,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
55,Private,HS-grad,9,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
48,Private,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,55,United-States,>50K,0.7012987012987013,N_America,Hardworkers
20,Private,HS-grad,9,Never-married,Craft-repair,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
50,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,7298,0,30,United-States,>50K,0.37662337662337664,N_America,Full_timers
45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,51,United-States,<=50K,0.6493506493506493,N_America,Full_timers
17,Private,10th,6,Never-married,Handlers-cleaners,White,Male,0,0,10,El-Salvador,<=50K,0.11688311688311688,Other,Relaxies
38,Private,HS-grad,9,Divorced,Other-service,White,Female,0,0,25,United-States,<=50K,0.3116883116883117,N_America,Part_timers
43,Private,HS-grad,9,Divorced,Exec-managerial,White,Female,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
22,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,30,United-States,<=50K,0.37662337662337664,N_America,Full_timers
63,Private,HS-grad,9,Divorced,Craft-repair,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,United-States,<=50K,0.5714285714285714,N_America,Full_timers
56,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
43,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Black,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
41,Private,Bachelors,13,Married-civ-spouse,Tech-support,White,Male,0,0,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
41,Private,HS-grad,9,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
36,Private,Bachelors,13,Divorced,Prof-specialty,White,Male,0,0,45,United-States,<=50K,0.5714285714285714,N_America,Full_timers
59,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
46,Local-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,White,Male,0,0,44,United-States,>50K,0.5584415584415584,N_America,Full_timers
23,Private,Bachelors,13,Never-married,Prof-specialty,White,Female,0,0,36,United-States,<=50K,0.45454545454545453,N_America,Full_timers
46,Self-emp-not-inc,Some-college,10,Separated,Prof-specialty,White,Male,0,0,20,United-States,<=50K,0.24675324675324675,N_America,Part_timers
53,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,0,1902,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
47,Private,HS-grad,9,Never-married,Machine-op-inspct,Amer-Indian-Eskimo,Male,0,0,56,Puerto-Rico,<=50K,0.7142857142857143,Other,Hardworkers
46,Federal-gov,Masters,14,Never-married,Prof-specialty,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,56,United-States,>50K,0.7142857142857143,N_America,Hardworkers
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,1887,30,United-States,>50K,0.37662337662337664,N_America,Full_timers
32,Private,Assoc-voc,11,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
63,Private,Bachelors,13,Married-civ-spouse,Craft-repair,White,Male,0,0,49,,<=50K,0.6233766233766234,,Full_timers
23,Private,Assoc-voc,11,Never-married,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
23,Private,Assoc-voc,11,Never-married,Adm-clerical,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
44,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Other,Female,0,0,30,Mexico,>50K,0.37662337662337664,Other,Full_timers
17,Private,10th,6,Never-married,Other-service,Black,Female,0,0,12,United-States,<=50K,0.14285714285714285,N_America,Relaxies
56,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
58,Federal-gov,10th,6,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
45,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Male,0,0,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
